frame_nb,letter_count,pixel_norm_diff,hist_norm_diff,x_flow,y_flow,nb_flow_points,is_credit
710,19,28361.618271882864,16169.24784892606,2.6373582,-15.856041,21,False
720,22,17442.792838304307,2862.313050663746,-8.047874,-0.27609816,23,False
730,20,16820.451509992232,1521.3158777847552,-7.0945725,0.18743896,23,False
740,14,13722.227989652409,1470.5101155721438,5.8297267,0.32810974,23,False
750,20,13812.837398594107,1864.4017807328978,6.0594788,0.24502595,24,False
760,82,19039.44106322452,30208.87849623021,21.618195,58.075375,26,False
770,84,6955.128395651657,1796.6496597834537,-0.4210571,-1.5442189,27,False
780,86,8363.439005576594,2227.7203594706407,-1.191642,-1.5826565,25,False
790,49,11644.943967233161,32459.263485174768,4.9270773,6.695012,26,False
800,57,4963.727228605537,3910.5132655445627,-0.8629496,0.09017944,8,False
810,63,4641.629024383573,3145.3371838326016,0.43009782,0.41169262,8,False
820,55,8656.86715850486,2191.4730205959645,5.1242905,-4.6952415,9,False
830,119,42942.45507653236,48885.10730273587,4.4519696,-9.243437,7,False
840,101,7693.475742471669,5456.473036678547,5.846789,0.21778458,100,False
850,142,32361.297100085467,11565.275266935932,0.71404046,-4.7518787,100,False
860,120,8952.39967829855,2775.272959548304,5.440994,-0.38376588,100,False
870,43,29058.298126352824,23830.16647025362,32.301147,-9.328207,97,False
880,37,6193.761296659728,1281.8533457459164,-1.8730803,0.7454157,16,False
890,34,3351.717321016198,1275.8785208631737,0.41551387,0.23068237,17,False
900,35,2758.3558508647866,1218.7592050934425,-0.21765658,0.63633126,19,False
910,40,27455.78385331586,12043.998173364193,-24.117981,-22.287483,15,False
920,29,10160.54407992013,1749.458773449663,-5.6324286,1.6987253,12,False
930,37,10127.067048262295,2121.8991493471126,5.0741577,-1.4075775,5,False
940,34,3360.3127830605295,858.6862057818328,-1.005778,0.070513405,6,False
950,32,4437.190439906766,960.9703429346819,-1.2200012,0.42174953,9,False
960,18,15967.882076217873,9130.602061200565,-6.7657585,11.475006,8,False
970,12,3703.491730785962,1971.1539767354554,-0.7038774,-0.11334873,29,False
980,9,38029.40676634333,17572.746057460685,-17.028608,6.751719,27,False
990,7,10979.758694980505,3152.112942138971,9.248292,-3.5459354,13,False
1000,10,12432.252611654896,2522.226793926351,4.3618093,3.1399925,6,False
1010,28,21373.54479257009,17933.753706349376,-3.3573842,-14.7116375,9,False
1020,27,9395.015646607513,2957.4854183917796,2.5432434,0.044788707,11,False
1030,19,18724.529500096924,4522.110569192222,-8.265139,0.5339933,7,False
1040,1,27490.3207147534,18136.18995268852,-2.823883,-0.80249023,4,False
1050,0,7343.454296174246,3315.7726098150943,4.2296143,2.2715693,4,False
1060,0,8195.219155092804,2700.9527948485143,2.5937195,1.0203629,4,False
1070,0,5665.831536500181,3186.870251516368,-1.3811747,-1.7201868,3,False
1080,8,19365.211617743815,34683.53920810274,-37.676983,6.8396506,3,False
1090,18,7993.969164313808,8667.939316815733,3.7332854,2.8122895,10,False
1100,15,4645.9161636861245,1492.0294903251745,-1.4749393,0.932621,8,False
1110,49,30539.095402450937,23979.685944565663,18.143707,-77.9243,8,False
1120,52,15089.791449851122,3708.199293457675,1.9673164,-1.5615519,42,False
1130,42,16135.58117949273,1934.3789701090116,2.2901835,1.8619179,48,False
1140,36,47251.79029412536,18208.944011117175,-5.624306,-3.9845283,43,False
1150,19,24011.409308909795,8433.18291038443,24.28602,4.3230166,6,False
1160,16,20891.37685745006,6352.74617783522,2.5466886,5.515722,18,False
1170,24,12315.780243248902,21746.124620262803,23.387093,-6.4271026,15,False
1180,29,5314.513430221058,1491.3094916884288,-1.568166,0.14960696,23,False
1190,19,4696.345068241898,1295.3053694013624,-0.7477808,0.64221257,24,False
1200,28,5931.580733666196,1989.7552613324083,-0.9463623,0.9720187,25,False
1210,10,38442.942954461745,38004.701788068276,-1.4041054,-2.7562895,22,False
1220,10,13784.843415868023,12719.928065834334,4.7151217,-0.06277303,14,False
1230,12,11242.387513335412,4102.957469923373,-12.525237,9.085292,11,False
1240,2,10663.335406897788,13133.177452543616,-1.5743256,-3.1362529,8,False
1250,3,9368.910182086282,25811.9716798233,-1.6243986,-0.89410496,12,False
1260,162,46944.91212048437,48222.681261,13.744177,16.070993,16,False
1270,169,4801.451030678122,872.8516483343546,0.046365324,-0.036986288,30,False
1280,174,3517.6836128338773,924.227244783446,-0.0143861445,0.055742066,29,False
1290,163,3923.608925466451,1655.1138933620248,-0.008948195,-0.039411742,29,False
1300,155,2810.9815011842393,833.2706643102227,-0.0069003566,-0.041558664,31,False
1310,159,3401.4067677947605,723.58828072323,-0.026855435,-0.015016829,28,False
1320,85,60937.430910730065,17455.473296361804,34.242867,3.884962,31,False
1330,52,24735.572380682846,2394.0020885538092,-5.7531476,-1.2537066,49,False
1340,49,24531.023541629893,2382.663635513834,-7.814443,0.2361883,72,False
1350,14,7573.1518537528345,34419.36530501398,4.1167693,34.341694,64,False
1360,14,4680.934094814837,5081.96123558612,-1.9219277,1.4776989,22,False
1370,6,4683.21609580425,3195.4339298442706,-1.0047191,1.2137661,24,False
1380,40,17372.345120909842,38072.79937172995,14.329227,-8.3901205,30,False
1390,47,8701.392819543316,10114.564844816607,-23.976706,4.704207,3,False
1400,59,36079.94320948968,51848.061024497336,17.005192,10.762696,8,False
1410,57,6149.193280423051,1170.8774487537114,-0.80254173,0.3785143,8,False
1420,52,7831.722224389729,889.4548892439683,0.7296631,1.3021263,10,False
1430,0,32177.186452516322,7385.445822697503,-43.45302,4.0034113,8,False
1440,1,7032.290167505888,2074.3765328406507,-2.4637222,2.489207,3,False
1450,0,15439.439076598606,1424.4928922251595,-11.885725,-3.7481358,10,False
1460,0,8287.229150928553,2102.314914564419,3.9498258,5.740673,14,False
1470,0,12544.35032195769,2117.57313923274,-7.009437,-0.90074563,15,False
1480,0,11712.68987039271,1833.8920360806412,9.45074,7.917778,4,False
1490,0,12242.545568630732,2518.63931518588,-0.40550843,-15.525897,5,False
1500,1,22435.809323489982,15992.767302752829,24.899416,24.495169,16,False
1510,6,8620.35532910332,2206.67351459159,-9.882683,-2.042945,4,False
1520,0,8095.490287808392,2077.737712032007,-4.3444724,7.498527,6,False
1530,0,8498.895751802112,2268.0454140074003,-9.915894,-7.2451067,4,False
1540,2,8481.342110774685,2329.5295662429357,8.480137,-5.788398,8,False
1550,41,26333.325312235065,25567.998748435515,-9.047226,-17.111244,8,False
1560,48,13491.425906849136,2418.5677579923204,5.6089325,-3.2761369,10,False
1570,21,53701.88427792827,22848.024641093154,-10.213238,-0.116486445,9,False
1580,19,3759.3488797928826,765.0542464426951,-0.83197784,-0.10662913,16,False
1590,16,7709.900388461579,1383.8309145267713,2.4668455,-0.43242502,16,False
1600,35,11890.202563455343,26015.694878284532,-15.242702,-34.56849,21,False
1610,43,8089.283651844581,5880.7332876096325,0.7344077,-0.5104065,14,False
1620,35,7423.5079308908935,3007.85471723619,1.7326062,-0.22403072,13,False
1630,31,4865.660489594398,4210.614444472445,0.49125507,0.4046015,14,False
1640,38,6061.44924914826,4695.041213876615,1.0695746,0.9767211,14,False
1650,0,32132.78159450252,13518.990864705842,12.439234,2.4778728,16,False
1660,1,4234.822428390593,1161.592010991811,-0.13007812,3.1357758,5,False
1670,0,6247.10356885493,5626.779540731981,2.2954216,-3.0378528,8,False
1680,1,6440.832477250126,1785.628180781206,-2.6204605,-3.56645,4,False
1690,3,4984.666388034409,5991.011099973025,-2.9905357,2.5843582,8,False
1700,1,5320.186650861039,10617.128613707191,-2.274728,-2.4925559,7,False
1710,50,72569.4940935928,19422.98797816649,-47.209755,-4.2599907,4,False
1720,57,9039.189565442248,1630.0527598823296,-3.7780352,-0.98463583,19,False
1730,48,9546.943908916612,1300.1738345313677,-1.7986654,0.055998906,18,False
1740,42,10717.88971766364,1513.6683916895404,-3.0082848,1.2592312,19,False
1750,36,10590.325726813127,1647.8986619328266,3.2179878,0.24578425,15,False
1760,2,39516.36778602001,15905.469751000754,-53.277954,6.316585,14,False
1770,2,12217.32888155181,4287.451457451151,3.5662212,-3.120597,8,False
1780,0,8300.985001793462,2427.105683731139,1.1271423,3.183548,5,False
1790,0,6344.42061972565,3600.012499978299,1.5827961,3.2053156,8,False
1800,3,13349.63329084361,20538.564117289214,27.036987,-21.759907,7,False
1810,3,3070.549136555219,2399.4728587754435,-0.020131247,1.4107459,14,False
1820,0,24893.307875812727,11956.08138145605,-41.447945,-27.308147,10,False
1830,0,11548.147643669958,9105.27715119095,13.166718,-2.7315292,2,False
1840,2,9116.326288587963,6266.519927360002,-1.9624245,-5.6339025,5,False
1850,9,8241.464068962505,2799.4685209875106,2.1997013,-3.5265267,21,False
1860,13,6085.844477145304,2258.893977148994,-1.3768356,-0.57470846,71,False
1870,11,10216.899480762253,1912.9275992572223,-2.6107538,-2.8982575,79,False
1880,0,34545.91336178564,21326.38089315672,10.068775,-11.97616,84,False
1890,17,8130.435228202731,2602.869570301209,20.929373,-7.7325873,3,False
1900,14,6703.314031134152,1954.990537061497,-1.5129089,6.0240707,2,False
1910,1,9616.201588985123,2474.4773185462823,-1.4867554,9.226642,6,False
1920,2,7845.206243305526,2446.0482415520755,-0.15472412,2.9877498,3,False
1930,20,41720.011589164256,12752.91621551714,24.388784,0.4931768,3,False
1940,15,5725.1965905111065,1634.3855114384733,0.3682873,-2.5245783,13,False
1950,21,22552.642927160443,13316.787750805372,-3.20994,-10.735932,8,False
1960,22,9520.093697017903,1172.6124679535008,-1.3234508,-0.3085337,23,False
1970,24,5750.699783504613,1596.1102718797345,1.2027154,-0.52622914,22,False
1980,23,5828.316223404492,1496.3388653643933,0.537508,0.8346791,25,False
1990,5,19841.269163034907,15522.924015790324,2.678502,4.5806603,22,False
2000,7,11353.77421829411,4583.195391863628,-2.9247487,8.012353,6,False
2010,14,13761.067473128674,6844.1189352611345,-7.9858756,-10.867734,6,False
2020,6,18259.028506467697,26278.226310008064,5.7797227,5.851697,20,False
2030,5,10364.468293163909,7113.119147040909,4.6046324,1.2635419,16,False
2040,9,18945.348004193536,26128.55786299734,16.391298,13.243254,15,False
2050,14,14130.783063935274,3989.27010867903,13.150456,-1.5179373,6,False
2060,15,20005.578921890763,24382.07595755538,11.220173,3.865335,32,False
2070,18,11175.914190794416,6375.235211347108,5.659022,19.358519,15,False
2080,9,15855.858317984555,6635.493350158676,1.4723917,-0.5981846,6,False
2090,7,11004.1009173853,36126.462876954894,10.612564,21.15089,10,False
2100,2,69769.72554769009,29829.77985168513,0.5745817,37.49859,7,False
2110,11,35064.187413941305,6026.611817597015,19.806372,0.292202,7,False
2120,5,27718.260208750475,4147.081142201102,7.4806843,10.723418,13,False
2130,0,19264.48761322242,37930.48773743887,7.999601,13.14903,6,False
2140,0,9362.53715613455,3301.51268360429,-2.3940923,-4.2458925,27,False
2150,0,3310.154528114964,43139.76481159813,17.483076,4.979942,27,False
2160,0,8137.202160448025,14588.593009608569,-10.7221985,2.019493,2,False
2170,0,7704.284976556877,5568.688175863324,14.10614,-2.2298813,2,False
2180,8,13678.350777780193,37664.27262008388,-4.162567,-3.0861053,1,False
2190,12,9893.634013849512,2362.50375661077,6.276943,-2.4434674,17,False
2200,6,8900.829399555976,2137.128915156968,0.40795118,5.2262425,41,False
2210,27,11151.301986763698,2022.8855627543542,6.236448,1.4293981,49,False
2220,23,8407.666620412587,3864.5328307571667,0.8040116,-2.8207088,37,False
2230,6,42838.47291862771,43728.46155537604,7.1530313,31.538923,17,False
2240,8,2624.2907613296206,1461.7756325784064,-0.013709068,0.2573862,8,False
2250,1,4488.060382838003,1442.747379134684,-0.23784733,0.05513954,8,False
2260,2,12588.114870781883,2451.8641887347676,-0.4881668,0.022277832,7,False
2270,4,43376.91975002374,20264.273043955956,8.892888,-0.5791408,7,False
2280,0,7309.493005674197,3998.402931171395,2.687557,-1.4405024,15,False
2290,4,8951.880863818507,5941.902557262278,5.0223947,1.5216099,12,False
2300,5,9069.996637265087,3545.5087082109953,7.0005355,0.17405944,11,False
2310,11,11204.114512088852,27498.48788570019,16.048569,8.671125,8,False
2320,10,6595.222134242334,2307.098177364804,-5.0869465,1.523462,9,False
2330,7,6428.0194461435785,3213.59487179078,-4.729356,5.0478616,10,False
2340,26,28310.69926723817,34706.91677461425,-12.219994,14.069448,9,False
2350,29,5235.263985703109,2636.3118176725607,-0.14054513,-0.052551508,32,False
2360,31,7716.517543555512,2229.5802295499484,-1.9514241,3.5920935,36,False
2370,18,26358.338528822336,29388.419249765713,-1.2832042,1.583287,35,False
2380,18,5126.7759849636495,768.9746419746233,-1.331029,0.026450887,34,False
2390,134,26032.47154997005,15335.376226229338,24.507067,-4.460305,33,False
2400,122,19365.32684981072,2370.553100016956,9.446274,-0.34842744,55,False
2410,114,30190.367404190365,24066.062702486255,-5.7071414,2.348368,56,False
2420,115,24457.92243834296,6245.430809800074,-7.946958,3.6898715,48,False
2430,48,14145.950233193951,24383.469892531702,-11.965754,-10.740908,39,False
2440,51,10332.096205514155,2587.9884080111333,4.475591,2.19982,23,False
2450,4,11850.028902918339,9253.421637426882,3.4029236,-0.0046786554,27,False
2460,1,9447.725281780795,3782.337901351491,2.8010662,11.915654,3,False
2470,33,25965.30598702815,11363.859907619417,-11.853978,2.147061,12,False
2480,86,18160.46249411066,10470.101909723706,-2.9914737,0.26358795,16,False
2490,5,13889.781963731468,33438.526193598904,33.245163,12.124689,9,False
2500,14,9565.659621792947,14014.925829272162,4.5355186,4.9410605,6,False
2510,30,18798.15392531937,38815.97761231836,36.440273,-9.8958645,5,False
2520,36,21892.9379709531,10676.589062055353,8.214691,-20.466362,11,False
2530,9,9174.976512231517,25857.145124703926,-6.7605834,-2.176695,14,False
2540,9,3465.0336217705017,28367.05494054679,19.97111,14.001988,3,False
2550,13,32301.49112657185,24120.897537197907,-48.69696,-65.54689,3,False
2560,4,18021.700502449818,5663.041408995699,11.266542,-11.989126,8,False
2570,28,13276.130723972252,25355.12066624807,-45.361267,8.288181,9,False
2580,19,9031.121469673632,5177.72826633457,8.192566,-9.495229,20,False
2590,0,11393.862690062577,19518.65774073617,-6.3112497,1.0747968,13,False
2600,45,21166.232635969965,17276.2493614789,29.248625,16.709757,11,False
2610,38,20523.8976074234,12381.548368439224,-47.11412,-1.0416332,19,False
2620,26,31705.12154211051,23099.94307352293,13.47852,-15.433689,12,False
2630,14,9088.53530553741,10204.690000191089,-4.811846,-3.8247008,16,False
2640,5,16070.939362713058,53686.00111760979,3.01408,-28.195395,16,False
2650,38,21158.447627366237,30750.607213516938,17.025608,3.8451796,15,False
2660,31,41736.855643423834,43916.022770738244,6.6843014,22.754274,27,False
2670,29,17194.237174123195,4260.204455187568,-10.112832,-9.609768,21,False
2680,55,35415.0764364557,21794.11356307019,8.45255,-2.9156175,30,False
2690,55,10236.123924611307,2677.7471874693474,-8.304387,0.0010852051,25,False
2700,78,13802.132335258926,4344.932220414951,-5.6698065,2.2629693,23,False
2710,19,23787.189262289903,18158.571309439518,6.81295,-13.45097,18,False
2720,11,18577.034128191724,5909.444474737029,0.11645603,-2.2354043,16,False
2730,8,23778.573127923384,10905.116688967615,-6.3856583,8.685252,16,False
2740,9,13383.885646552722,36403.55573292257,10.938152,6.3016605,13,False
2750,2,17890.49088203004,15483.0788927784,9.894268,-24.861223,9,False
2760,25,29641.4877831731,48027.23716809036,-16.009754,-20.216581,12,False
2770,9,17758.311434367854,9883.210308396761,26.354044,-16.865238,20,False
2780,57,20242.705303392628,9032.786391806241,37.550297,21.58892,11,False
2790,48,19699.871446281064,25924.112829564678,5.705297,2.0578332,15,False
2800,15,17204.542975621294,43406.101967350165,22.14983,21.920588,10,False
2810,24,32135.89094766162,39852.30382299121,1.42847,1.8662987,14,False
2820,10,14060.456144805545,28034.979721769017,-4.054084,11.417295,9,False
2830,6,24284.203322324578,32071.280859984374,17.494373,6.0847793,5,False
2840,30,29797.13660739904,23162.17688387687,-3.9736743,-9.95983,14,False
2850,1,61885.02914275794,20405.19678905352,25.327543,8.058335,11,False
2860,16,13682.909632092145,21242.201345434987,5.787184,-6.5605955,22,False
2870,24,2387.9239937652956,921.3099369918898,0.07610059,0.13745952,16,False
2880,20,2103.8785611341737,1808.2444525008227,0.0021893978,-0.21483207,16,False
2890,0,14111.902210545537,16420.799676020655,-0.81705093,-2.2322693,16,False
2900,0,2230.417673889803,1786.2015563759876,-0.2921125,0.14965728,78,False
2910,4,26407.26172854732,15088.591783198324,16.952127,-9.053987,59,False
2920,4,16853.44498908161,4470.36486206663,-21.657312,-1.4813236,19,False
2930,7,12953.09449513899,2839.589054775356,13.392124,-4.2705836,25,False
2940,11,32792.44531900602,14863.629099247599,2.4777112,-4.9378467,25,False
2950,15,38824.64813749121,9259.02143857546,-0.009541194,6.2669654,24,False
2960,15,18090.98350007539,43091.13391406636,20.216173,-24.400364,32,False
2970,40,11218.824760196587,29736.533389082193,21.143753,-11.41744,2,False
2980,18,27063.3433817775,49799.04115542788,14.744533,-3.6511497,6,False
2990,18,19364.897366110672,26174.07644980048,17.865885,-1.4562459,15,False
3000,38,17026.1212846614,8924.35353401018,-14.075058,8.612996,28,False
3010,8,36297.713715880236,16053.191333812725,-5.0107627,3.4256792,15,False
3020,3,25812.669699200043,16537.53204078529,-7.9265466,7.530773,21,False
3030,2,36612.11661458539,19372.201526930283,-1.2643012,-4.830116,29,False
3040,11,19197.168489128806,4728.479248130418,5.7772646,11.071076,40,False
3050,0,18082.588780371025,25714.554905733836,19.550219,3.3078303,28,False
3060,0,6348.378218096335,4166.510770416897,-1.1330221,-0.49749106,20,False
3070,16,40494.64034906348,21240.872298472113,4.756262,0.51361084,17,False
3080,24,13231.59918528369,4704.487644791939,-14.789631,9.192583,8,False
3090,21,8819.985544205842,3640.0343404973532,-8.306753,-8.575015,13,False
3100,4,18042.405853987435,18721.645280263165,100.06967,81.59537,2,False
3110,8,14633.01510284193,3903.9641391795594,-4.752087,-5.253448,25,False
3120,6,14628.573443777763,2995.7746911274885,-3.2068794,-4.3822703,19,False
3130,18,27519.360494023113,20349.45050855182,5.6438036,-5.4078794,26,False
3140,15,5243.902649744749,5158.5571626182455,-13.134694,-0.21706899,3,False
3150,72,31815.512458547637,26016.604390273533,48.287945,-21.623701,3,False
3160,45,20274.513976912,11022.530925336521,-27.482023,26.276548,6,False
3170,28,17010.812532033855,4528.347822329906,-4.1960907,11.183346,9,False
3180,1,18762.654582974126,19881.46372881031,-10.271646,7.1851683,11,False
3190,6,9463.766480635499,8984.21972126684,-7.6313624,0.9422186,23,False
3200,3,14282.992228521305,17112.28792417893,-10.478494,-8.910905,17,False
3210,34,8251.652379978206,5803.947966686124,-2.434192,-5.0477233,20,False
3220,8,9219.155330072274,3998.176834508449,-13.536962,-7.9612374,3,False
3230,2,9606.584356575442,35201.48661633483,8.290444,-13.581111,13,False
3240,1,4048.2264017715215,2223.161712516658,-3.056839,1.0480804,4,False
3250,1,5313.962927985102,3258.09545593741,7.3957467,5.9339676,6,False
3260,4,42381.9811594503,38591.50916976427,-35.487705,10.037495,9,False
3270,0,15610.39445369655,11812.14493646264,-27.191107,-31.707104,4,False
3280,0,8686.107298439272,63859.92986216005,-37.282345,-15.379162,4,False
3290,0,7856.502020619609,7111.688125895285,-4.408028,2.846801,24,False
3300,1,15268.591585342769,61992.885978957296,25.766226,-8.740599,13,False
3310,0,19016.044830616065,48380.56667712771,-7.878262,-6.184784,13,False
3320,54,24077.349210409357,26079.02735916353,19.874527,-12.523653,7,False
3330,73,10427.077586745003,9606.841208222399,-16.282042,-6.2755504,13,False
3340,18,23416.94943838757,29297.70052410257,-71.757095,-6.89859,1,False
3350,34,29654.317341662074,13409.377837916269,-27.774082,21.51403,13,False
3360,22,19646.013743250816,5555.81857155181,-18.34631,4.0961556,9,False
3370,8,12500.79761455244,26012.789392912095,-6.5505295,2.0191689,8,False
3380,0,1.4142135623730951,176917.6401380032,2.130018,2.9460144,7,False
3390,0,80.49844718999243,1476.4389591175113,0.0,0.0,0,False
3400,0,0.0,0.0,0.0,0.0,0,False
3410,0,0.0,0.0,0.0,0.0,0,False
3420,0,0.0,0.0,0.0,0.0,0,False
3430,0,0.0,0.0,0.0,0.0,0,False
3440,0,0.0,0.0,0.0,0.0,0,False
3450,8,30125.637304462125,175450.90191275734,0.0,0.0,0,False
3460,33,20713.728925521835,8171.816444340879,-12.4260845,-6.4865694,30,False
3470,14,19961.305067555077,3874.3301356492584,6.5476675,-0.42142066,19,False
3480,27,21466.855382193266,2933.5773383362507,14.655154,0.43272087,11,False
3490,5,13136.14144260026,25109.296923649614,-8.339445,-15.378063,13,False
3500,12,10243.64710442526,1698.4245641181712,-1.2380159,5.441468,18,False
3510,14,4171.883986881706,2214.9695257497337,-2.4958475,-0.1355484,15,False
3520,4,6422.938190579137,1380.2478038381369,5.193733,-3.2459242,14,False
3530,3,6037.515217372127,1475.8882071484954,2.9695694,1.1841843,17,False
3540,2,12403.609152178247,2781.0469251704476,-0.40102747,9.026854,19,False
3550,6,11950.478944377082,1679.7999880938207,-8.453209,7.1818576,22,False
3560,15,7513.362562794371,1846.4560650066928,1.6709312,-4.719249,23,False
3570,0,6010.084774776476,31068.17445554212,33.503532,-13.872815,20,False
3580,0,4901.555161374806,3166.9158498450824,5.266103,1.3074806,10,False
3590,1,4264.530220317356,2945.8951101490356,2.487035,0.67080647,9,False
3600,0,3014.116951944632,1422.7276619226886,1.0402548,-0.1584865,7,False
3610,0,3713.664093587356,1177.2119605236774,1.6381192,0.74480224,9,False
3620,33,20706.52092940772,21618.001063928183,8.03952,6.512362,12,False
3630,27,7204.78896290516,3814.9387937423057,3.9573267,-2.191929,11,False
3640,29,13975.476306731016,4386.8412325955,5.2815566,-8.496846,12,False
3650,28,7642.710775634519,2168.62214320522,2.8276703,-3.1304154,10,False
3660,31,8649.036940607897,2139.8107392944826,-4.0444307,-3.015779,10,False
3670,24,13073.499646230921,1882.214121719418,2.5304656,6.1652117,10,False
3680,26,4383.626694872637,2248.425226686447,0.52905273,-1.67639,10,False
3690,0,16781.63972918022,73571.2729399186,21.371058,0.41483766,10,False
3700,3,4165.206477475036,3151.647822964996,2.4777322,0.9364239,20,False
3710,1,4566.54420760382,8320.80993653863,-2.549047,0.35640794,20,False
3720,1,6280.542731325057,4633.685142518857,-6.7177157,-1.7756101,13,False
3730,1,12221.373327085626,76596.79828817912,-1.6831335,8.89578,12,False
3740,4,5971.697916003454,1327.6565821024653,-3.41327,0.28349644,18,False
