frame_nb,letter_count,pixel_norm_diff,hist_norm_diff,x_flow,y_flow,nb_flow_points,is_credit
530,37,32037.378684904917,3659.322341636495,10.769156,3.5190105,68,False
540,60,34718.51467156969,2978.4200509666193,1.4445765,3.8811796,54,False
550,19,43292.26007036362,11579.472699566246,-1.8454658,4.48217,43,False
560,9,19084.505940683925,2324.916342580954,-2.6579108,-1.2389385,35,False
570,21,17254.82390521561,3672.1092031692087,0.54937243,-2.3354506,35,False
580,11,22113.87510139279,2640.851377870402,-3.1002893,1.6177603,25,False
590,13,17265.920653124755,1881.7066721463257,-3.618995,0.91982305,40,False
600,18,15560.761838676151,2041.4857334794187,-2.0276282,-0.2702626,39,False
610,16,15635.822875691576,1774.9428159802783,0.83385944,-1.8037038,8,False
620,17,12235.811742585778,1531.3601797095287,-0.44854274,0.25624737,7,False
630,25,23268.288785383425,2433.877564710271,5.8295164,4.7901306,22,False
640,19,16384.127044185174,1873.392644375439,4.18646,-2.109643,37,False
650,16,15465.385219903188,1587.5301571938721,-2.8598926,0.40159968,9,False
660,18,15085.230856702194,1516.2374484229044,-3.958234,0.43034616,9,False
670,50,59325.61533604182,12164.020963480785,3.3977594,-12.800927,23,False
680,60,29401.135250190597,2304.175774544989,2.8210447,17.77484,24,False
690,35,28233.103176944613,2391.9928929660305,0.5603207,1.3310883,5,False
700,38,25015.126403838138,2786.9639394868386,-0.2708725,2.215046,5,False
710,51,19734.774384319673,2191.4346898778435,0.2815237,5.898226,6,False
720,40,15067.838531123169,2037.2741592628126,0.19682519,2.9758978,6,False
730,46,11184.31249563423,1345.8142516707126,0.0026712418,-0.006146431,4,False
740,42,1562.7495000799072,1047.4168224732691,-0.4298088,2.2460976,5,False
750,44,2889.038594411643,1225.1448893906386,0.05372429,-0.0385921,8,False
760,48,10963.15146296903,1042.8288450172445,-0.18528824,-1.8577836,10,False
770,55,14006.437984012924,1717.841086946054,8.2969666e-05,-0.00011634827,4,False
780,44,13290.641180921257,1618.0241036523528,-0.5005131,2.6954193,4,False
790,25,47602.64911745984,11762.577353624501,-1.1693096,-25.931168,4,False
800,14,8936.896329263309,1255.209942599245,-0.5217842,-0.6333273,15,False
810,17,10319.843845717822,1506.456106230779,-1.505877,0.26998234,13,False
820,19,10985.38656579731,1692.6748063346367,-2.103992,0.5851233,9,False
830,17,15032.520014954245,2565.195119284301,-0.998244,0.117707595,28,False
840,20,9998.359715473334,2256.741013054001,-1.4362152,1.1358902,18,False
850,23,9624.685085757352,1515.7737298158984,-1.1426761,0.3022822,16,False
860,14,9053.037611763248,1309.6136834960148,-0.12112236,0.055967808,14,False
870,21,11327.890271361211,1615.1544817756599,-0.25132355,-1.4562439,28,False
880,23,9863.5829696921,1305.5198198418896,0.040642776,1.1175777,25,False
890,22,12876.18930429341,1898.8433321366983,0.10217067,0.07923998,14,False
900,24,8295.905194733123,1544.7504652855748,0.46170357,1.2223788,14,False
910,23,8605.96467573508,1083.2958967890536,1.1468061,-0.12652864,27,False
920,25,9000.232941429906,1166.4553141891033,0.39011312,0.06985433,28,False
930,19,8169.503901706639,1232.2012822587062,1.6313305,0.11032033,16,False
940,13,9679.104349060402,1271.9544016984257,-0.13115875,0.27769455,14,False
950,13,9556.571247052992,1257.4625242924737,0.77196383,0.0056960033,39,False
960,23,12636.525669660945,1436.2987154488442,0.17113446,0.8833817,35,False
970,15,14761.509441788126,1766.0860681178592,-1.895046,1.394371,20,False
980,18,9831.894171521579,1176.278028358942,-0.45925808,-0.17761485,12,False
990,11,12694.066133434157,1657.8449867222207,-2.7057648,0.54063004,26,False
1000,13,9481.421465160169,1298.7031993492585,-0.7832878,0.17488459,23,False
1010,16,7291.263813633409,1229.2892255283132,-0.08951723,0.27917525,13,False
1020,8,8001.417061995956,1133.6039872900942,1.0086737,-0.09170328,14,False
1030,8,6742.268238508462,1018.4566755635706,-0.023626022,0.006386604,25,False
1040,19,10134.480499759225,969.3616456204568,0.9986103,-0.05416523,25,False
1050,16,8891.348829058503,1338.9690063627313,1.1023952,0.080155306,15,False
1060,23,7366.954458933488,1070.1747520849106,1.4407209,0.17861162,15,False
1070,13,6680.4154062453335,1002.661458319806,-0.20845486,0.47696698,34,False
1080,21,11213.240967713125,1271.7743510544628,-1.305184,0.27105454,28,False
1090,18,5383.768661448967,906.3807147109873,-0.053821817,0.16290404,15,False
1100,9,6757.798754032263,1056.906807623075,0.48107377,-0.029262288,15,False
1110,16,6870.739043217985,1331.6035446032727,-0.90158486,-0.0057270527,32,False
1120,15,5700.1933300546925,956.3513998525856,0.15945381,0.021903293,30,False
1130,34,61881.3393681811,14120.27103139313,9.828189,-10.448406,19,False
1140,7,26628.080610513407,4973.205404967705,-6.045074,1.6767131,41,False
1150,26,26830.46546372239,7103.970861426727,-2.16655,0.7841913,59,False
1160,30,28989.05879810519,6359.792921157104,-13.701984,16.212955,38,False
1170,13,32192.70543151041,4601.375663864014,-0.009514809,-0.007206917,4,False
1180,31,33912.29064808215,6327.415902246351,0.20524706,11.367736,7,False
1190,28,35579.95071666064,5788.826478656965,-19.430693,6.371268,50,False
1200,38,40023.35473195619,9888.118830192121,4.9383717,-2.1052742,45,False
1210,43,11976.115104657269,1801.5221341965243,-0.9478652,0.1586739,30,False
1220,45,24204.502659629263,1997.5860432031457,8.389168,0.7043622,31,False
1230,52,23314.111585046514,2291.21670734132,7.3697257,0.95438886,24,False
1240,23,31524.051643150186,2672.151941787742,11.876577,1.0046637,39,False
1250,62,29876.957475619904,2697.4806764831515,10.742808,2.7160559,37,False
1260,60,25388.481010095897,2376.351404990432,9.899708,-0.098779805,44,False
1270,44,23460.8031618698,1518.703394346638,8.448835,0.45719215,39,False
1280,41,17250.617496194158,1586.4104134806983,2.7148004,-0.52686405,43,False
1290,48,10662.97838317231,2264.898673230218,0.35362467,-0.4566791,35,False
1300,51,21582.88333379023,1409.685780590838,-7.2055697,0.6330708,36,False
1310,45,22366.920373623187,1663.5528245294768,-8.696276,0.13325796,53,False
1320,20,44573.71409250075,10769.309727183076,3.6897845,-4.8529077,36,False
1330,18,3024.1349176252043,1202.7435304336498,-0.03432509,0.33177438,30,False
1340,17,5329.95478404836,1086.7621634930065,0.5357779,0.42367518,33,False
1350,23,4000.3559841594097,1200.9895919615624,-0.23080048,0.36706778,26,False
1360,25,2845.7679104241793,1261.4444101901597,0.21361597,0.2701438,31,False
1370,28,2564.4430194488627,1122.6780482400109,-0.23449829,0.15385342,28,False
1380,26,2174.4815474038865,1161.576514914106,0.04050931,0.045298662,33,False
1390,26,23966.783618166206,15444.054843207467,-11.387111,-12.977242,30,False
1400,44,16434.931396266915,2224.472521745324,-0.672229,-0.76219183,46,False
1410,34,12796.562897903483,1701.4711281711482,0.015820384,0.81666934,32,False
1420,25,11047.17696970588,1193.0213744941873,-0.24531382,0.6283695,37,False
1430,39,12505.444174438588,1553.0949745588646,0.04397455,0.74720293,35,False
1440,43,7841.360404929746,1252.0455263288152,-0.29441643,-0.049558017,23,False
1450,45,9479.300501619304,901.8736053350269,0.3789727,-0.12322659,29,False
1460,41,10956.613756083583,1237.7447232769769,-1.4769058,0.29648486,24,False
1470,37,11110.23951136968,1432.8698475437327,0.29050773,0.784758,30,False
1480,42,10173.794670623149,880.5816259722889,0.90118974,0.011910677,24,False
1490,33,9162.7872396995,940.8336728667825,1.2107356,-0.57055175,32,False
1500,33,10071.611886882854,1530.3463660230648,-0.28312302,0.12267743,33,False
1510,47,11716.704912218282,1493.8775050184001,0.6590726,2.014959,34,False
1520,44,9023.72578262438,1133.7583516781694,0.33199507,-0.3618744,33,False
1530,45,5630.418190507699,1188.3593732537308,0.34406188,-0.081202686,38,False
1540,44,8232.183975106484,997.7364381438617,0.65271944,-0.05495204,41,False
1550,51,6702.702290867468,1119.1371676430017,0.009534735,0.43870294,38,False
1560,59,8606.630118693378,1298.1818054494524,-0.9892215,0.3578778,27,False
1570,50,7732.9351477947885,1193.5794904404147,0.00033757745,0.7747827,41,False
1580,53,9359.98563033085,1159.5499126816405,0.17409277,0.54630077,32,False
1590,46,6873.997599650439,1433.56757775837,0.2114542,0.82282424,44,False
1600,43,8711.270515831775,1037.4063813183336,0.43432695,0.030379435,34,False
1610,42,5814.951504526929,814.2346099251738,0.04006951,0.43403366,27,False
1620,49,6376.477240608642,1380.2680899013785,0.96356994,0.6255469,33,False
1630,54,10852.53334480019,1116.8616745147986,1.8542312,0.10621206,29,False
1640,53,7769.547992000565,1168.5495282614254,0.25708485,0.11813842,28,False
1650,30,56867.577247496665,14807.79767554919,10.881096,-0.9867058,24,False
1660,26,18854.95613890417,1717.2600269033226,0.3332414,8.088596,47,False
1670,34,17909.80636411237,1483.6387700515243,-0.1637639,7.3164573,49,False
1680,53,17611.99500340606,2168.1854164254496,0.027268812,6.7170405,45,False
1690,47,17587.569360204383,1316.1702017596356,0.03800908,6.9300876,44,False
1700,49,18630.73637836143,1537.8094810476362,-0.48924023,8.483257,47,False
1710,15,23267.792374868743,15982.814708304668,-3.124509,-4.778046,47,False
1720,15,7783.608224981522,1110.6709683790245,1.3298589,-0.03518525,17,False
1730,16,8131.648418371271,1220.1409754614424,1.2932761,-0.38929775,7,False
1740,17,7207.607855592589,1515.830465454498,0.10460027,1.0806361,9,False
1750,18,7199.309064069968,1024.1620965452685,-1.2866454,0.29963788,22,False
1760,16,5740.300340574524,985.5008878737756,0.59914833,-0.06519365,22,False
1770,17,6534.819048757204,1237.3196838327594,0.4132178,0.348908,7,False
1780,22,7004.333372991323,1080.5433818223125,0.3775476,0.08982277,6,False
1790,20,6954.385810407703,906.408296519841,-0.74327266,-0.08508529,18,False
1800,20,7911.580183503167,1159.6456355283713,-1.7080742,-0.39238822,18,False
1810,15,10377.864568397488,980.4784546332469,-2.0322585,-0.60356987,10,False
1820,13,59128.66167096969,13692.285200067956,7.93545,0.034045357,7,False
1830,45,38267.80786771043,4581.004911588722,-3.6956813,-2.8921757,95,False
1840,20,37478.689398109964,3779.8899454878315,0.254203,-10.49776,19,False
1850,20,35245.07718816913,2575.6467149048217,8.432594,9.206105,19,False
1860,9,22248.799428283764,15731.93751576709,25.876144,7.9382763,25,False
1870,12,10380.378172301816,1620.4264870706106,-0.9897971,-0.22216819,21,False
1880,11,7630.812997315555,1423.653047620803,-0.6902313,-0.1851962,20,False
1890,14,8342.302799587174,1225.7773044072892,1.571391,-0.33560398,14,False
1900,11,7692.606905334498,1106.9679308814686,2.5793371,-0.23414455,17,False
1910,8,9945.487921665785,1333.317666574624,1.6371458,-0.06844262,28,False
1920,8,10962.032247717574,1246.0930944355641,-1.4754516,-1.652919,28,False
1930,19,11360.465087310466,1224.8697889979978,-4.9452415,0.82418215,17,False
1940,16,10427.60173769597,1208.8928819378498,-1.3506404,0.55397415,15,False
1950,14,14883.012967809978,2139.6705353862308,4.672989,0.22564594,26,False
1960,110,69985.94799672288,19073.079090697443,27.331873,-5.2199607,12,False
1970,84,25755.629423487208,2679.9242526608846,-9.292396,-0.5107972,88,False
1980,126,29271.645529419762,2820.6080904656,-11.094228,-0.5755949,72,False
1990,79,22935.27684594193,2776.990457311656,-10.068153,0.25994807,98,False
2000,99,22585.502562484635,2143.47614868932,-6.993644,1.6579542,19,False
2010,36,48619.44788867928,15120.928212249406,-13.727864,-1.5226811,21,False
2020,18,25310.552107767227,5153.17242094615,5.02107,-10.230374,22,False
2030,29,25465.6219637377,5248.100799336842,5.51968,-11.999676,17,False
2040,14,25585.204259493414,5675.840730675941,-0.24962234,-17.28438,20,False
2050,34,76768.5474136381,18748.748651576723,21.18469,-11.7644205,11,False
2060,56,15137.32872735477,1018.3673207639766,1.3350458,0.6870349,47,False
2070,34,14793.289965386333,1981.7350983418546,-3.227673,-0.3319904,49,False
2080,42,18046.375176195357,1030.229100734395,0.8632103,0.19907752,55,False
2090,87,31505.837094100516,12072.428835988225,-3.4123504,5.127453,54,False
2100,76,10547.028159628664,1599.7874858867974,0.0602888,0.10119231,23,False
2110,96,13167.459170242375,1015.7647365408981,1.4581863,-2.335199,33,False
2120,93,11012.157645075737,1059.8613116818633,1.6382201,-3.1431406,33,False
2130,132,65830.8528806972,25810.83563157148,-1.3962431,18.507748,32,False
2140,102,31222.381379388728,1989.4612336006953,-6.4422183,-4.7171464,35,False
2150,99,28241.218281086956,2584.3664600826255,-11.689007,0.13644105,44,False
2160,101,29276.267299640505,2079.51773255243,-13.625494,-1.5702943,22,False
2170,121,26739.689209113854,1598.2559244376353,-10.4408655,0.6754642,27,False
2180,112,25398.559782003387,1454.3775300794496,-3.7490025,2.47421,51,False
2190,96,29343.266944905776,31984.248842203564,-2.0786145,-1.3691134,27,False
2200,79,12305.39499569193,1059.8990517969153,0.19395371,1.1171846,100,False
2210,56,12587.908285334779,1099.7672481029792,1.9177659,-0.6955687,80,False
2220,79,12183.765058470226,1674.265809242965,-2.6758468,1.5888933,74,False
2230,28,48997.54714268869,22996.010567052712,9.230047,-20.355764,97,False
2240,48,20680.84065022503,988.0121456743333,3.5584183,-2.8517144,24,False
2250,29,20125.75340204684,1405.9338533515722,1.0981245,-4.7695346,21,False
2260,41,16206.763649785235,1086.0239408042532,-5.4058323,4.855714,24,False
2270,95,57476.00898635882,12991.449110857495,7.397726,2.0554938,25,False
2280,86,27733.899455359682,2903.6101666718278,-1.4866655,-12.898021,99,False
2290,96,27308.055295095623,3084.4649454970304,-0.44901508,-11.289443,97,False
2300,81,29396.096968815436,3246.369356681399,0.06863562,-15.127182,95,False
2310,93,36685.40350057499,12237.319968032216,1.1362022,-16.116022,100,False
2320,20,88793.72445167508,116986.7062618655,-11.561869,30.446993,85,False
2330,24,81054.03207120544,89841.35484285619,78.424866,115.65287,7,False
2340,42,8912.222730609912,18061.635474120278,0.15623474,-37.561626,8,False
2350,49,13595.72160644664,7806.597338149317,-3.7134633,-0.2694641,15,False
2360,126,17888.646706780255,9233.869394787864,-5.3664746,15.597887,31,False
2370,250,12997.078094710365,3531.252752211317,-0.91991687,-0.2567513,85,False
2380,254,7013.024953613099,827.6545172957132,0.13660058,0.42556453,86,False
2390,250,2664.3699067509374,11562.246235053119,0.0002704967,-0.0018795187,88,False
2400,258,1169.1000812590853,13568.664488445427,-0.0008397536,-0.0015457327,88,False
2410,39,17625.82114399213,188816.22836504283,-2.635021,4.166938,83,False
2420,39,28236.735505366054,4050.108887425127,1.422305,3.6870728,42,False
2430,32,15960.385646969813,3412.1632434571475,4.0638223,-0.3439559,42,False
2440,41,29204.702583659364,4460.642330427312,6.9268136,3.4421844,40,False
2450,38,5302.171819169952,902.6848841096211,1.0599838,-0.32629573,66,False
2460,44,24791.65964593738,5535.861992499452,6.190734,-12.1119375,65,False
2470,37,16574.69559298149,1755.1142412959905,2.0435266,-3.9758296,58,False
2480,31,17307.18090851309,1482.5241987906977,4.7557707,-0.46208274,60,False
2490,47,19732.87168660456,1795.2158644575309,5.7293043,0.8298472,52,False
2500,39,14859.274040140723,1824.4845847526365,4.7623763,-1.0434661,47,False
2510,36,41137.08482622462,6035.717190193722,11.142727,-0.53268313,25,False
2520,37,16710.374591851614,2036.3943625928648,-2.7059379,-0.9263429,26,False
2530,35,15079.685838902613,1524.068896080489,-3.9363093,0.40558624,14,False
2540,36,10517.607237390072,1523.9409437376503,-2.00172,-0.30794933,15,False
2550,36,8808.55362701505,1490.203341829564,-1.7111276,-0.19727871,14,False
2560,35,9424.03156828329,1394.4748115330015,-2.3617773,-0.36561823,16,False
2570,25,7824.231591664449,1596.229933311614,1.263294,-0.24507305,14,False
2580,34,12351.065136254443,1737.458488712752,2.0476632,0.5800023,16,False
2590,33,9539.186600544095,1700.703971889288,-1.1661758,-1.7289988,12,False
2600,46,12022.655072819814,2117.1712259522137,-0.7265986,-2.6384425,13,False
2610,25,11565.425543403062,1799.5004862461137,2.0100214,-2.6291308,23,False
2620,33,18087.52224601258,2326.9873226986006,4.3456955,-8.768414,16,False
2630,22,13382.077305112238,3598.7597863708547,1.5185719,-0.819918,14,False
2640,15,16471.63018647517,3893.668963843742,1.2529546,10.450691,17,False
2650,23,13987.022985610627,2268.1622516918846,1.3222191,1.7042514,17,False
2660,24,11784.689346775333,1559.1991534117763,0.47101536,0.23960915,20,False
2670,30,12281.09478018959,1550.3728583795578,0.30880213,-0.4055252,16,False
2680,27,11634.27629893669,1766.795970110867,1.5434215,0.4962612,20,False
2690,24,8555.614238615484,1348.9699774272221,2.4352477,-2.8336287,22,False
2700,23,9851.93529211393,2053.952774530125,-0.9808743,1.3220031,22,False
2710,27,12143.412741070773,1911.4544200686555,2.3860972,1.6412096,16,False
2720,17,12448.730497524637,1690.085204952697,1.0718561,2.083648,24,False
2730,15,8804.77540883355,1490.2637350482632,1.9785004,-0.93137777,22,False
2740,29,9654.563687707487,1165.1308939342396,0.8179567,0.13918504,23,False
2750,21,9996.740118658681,1202.7111041309963,0.05731808,-0.48764765,22,False
2760,15,18699.708954954353,4999.268146439036,-2.5648322,-17.257696,19,False
2770,21,8907.535012560995,1750.1005685388484,2.60345,-0.8920517,12,False
2780,23,38829.46669734211,5033.735193670799,-40.51999,10.072023,17,False
2790,16,14521.412431302955,1932.7296758729608,-0.45416832,-1.2207581,28,False
2800,17,11663.266737925529,2392.3114345753565,-1.684091,0.03469679,27,False
2810,50,43929.4768350364,7467.3979403805715,6.52523,-8.509998,22,False
2820,41,27481.085913769857,2284.2425440394895,14.249948,-2.051015,60,False
2830,58,25478.29429141598,1720.5632798592442,10.142749,-1.4782041,53,False
2840,30,34929.22172050216,7598.033824615418,-13.532731,-8.910422,56,False
2850,23,28862.73893794558,4196.467085537548,4.6853347,0.78047,38,False
2860,39,20451.429045423698,3466.7359287952695,0.22531556,-3.2909193,41,False
2870,41,19020.07137210584,2284.1444787928804,-1.4847096,-1.905546,45,False
2880,44,17948.49408724866,2608.018788275882,1.7459131,0.609554,28,False
2890,44,19494.1723599644,2202.8422549061474,-2.523981,-0.5516476,32,False
2900,47,19706.581210346965,1801.2223627303765,-6.1388264,0.66054153,33,False
2910,32,12910.705983795,1859.2412430881582,-0.59472454,1.3934615,38,False
2920,34,13619.933590146466,1506.7216066679339,-1.9800128,0.80435926,38,False
2930,42,8687.966275256827,1295.0289572052047,-0.632558,-0.124411754,39,False
2940,35,7901.2573050116525,1544.4487689787577,-0.27576104,0.08287372,40,False
2950,43,9259.737955255538,1968.6482672128102,0.02270635,-0.11749313,42,False
2960,35,13458.267421923225,2105.0263656306065,-0.5022453,1.447649,44,False
2970,33,10793.333961292961,1515.0702953988637,-0.06831395,-0.17559476,44,False
2980,26,9565.189125155865,1198.661753790451,1.4604776,-0.77999055,52,False
2990,29,9347.56117925954,1336.0838297053072,-0.68835145,-0.47300622,45,False
3000,32,15539.706207004043,1662.3080340297943,-2.1144695,0.69931406,42,False
3010,35,16480.15976864302,1320.1666561461095,-3.8976097,0.6973099,40,False
3020,45,8716.949638491667,1146.4737240774425,-0.18587546,-0.41973713,44,False
3030,56,13027.392640125652,2295.092155012517,0.6075566,-1.0973465,44,False
3040,40,13342.435272468067,2582.3001374743408,-1.8605914,0.066909365,36,False
3050,39,16438.717863629146,1802.61976023786,1.4100221,0.87583166,31,False
3060,41,19853.43020739741,3038.260357507236,-1.2419864,1.9561744,58,False
3070,53,15163.884100058269,2218.7798448696976,-0.30884314,2.8204842,35,False
3080,51,12408.960955696492,1675.5584143801134,2.0519795,0.89677584,40,False
3090,49,12888.547862346635,2129.434666760171,0.70234996,3.0168204,41,False
3100,42,12973.310795629619,3451.7013196393455,-0.65302914,2.703435,36,False
3110,41,48311.05463555935,11042.96581539579,3.046809,10.51135,37,False
3120,22,22725.695676920433,6304.328988877404,7.704996,9.802734,38,False
3130,26,27939.06675248835,6390.678524225734,-10.145395,-2.1807368,43,False
3140,45,39727.318119903335,8869.3823911251,-0.53061783,-8.471155,36,False
3150,31,8283.160326831783,2049.0314785283313,-0.29417658,-0.48183036,51,False
3160,32,8162.873391153387,875.6426211645936,0.8601836,-0.09659754,58,False
3170,23,21464.189828642495,2201.1351616836255,6.3223963,-0.9187258,58,False
3180,26,10277.28976919499,1387.3961222376254,-1.1997817,0.013198105,51,False
3190,37,5891.016975022225,1093.4431855382336,0.035253454,0.107737154,54,False
3200,39,8239.014079366536,1313.3400169034674,1.2276998,1.9160472,58,False
3210,33,12116.37371493633,1372.9464665455823,0.16018479,1.7884221,54,False
3220,37,9638.901804666339,1035.8658214266943,0.462507,0.6462959,50,False
3230,42,6504.3511590319295,1023.3542886019485,0.17465256,0.2550712,50,False
3240,42,19909.75625164708,2845.7582469352524,-6.409254,-2.3813927,50,False
3250,37,14942.497482014176,1309.5457227603777,-2.0532095,-0.7125665,54,False
3260,28,12150.844538549574,1202.5015592505483,-0.7085039,-0.30461672,45,False
3270,41,15493.50818891577,1489.92684384167,-2.5684335,0.19755034,55,False
3280,33,56604.94308803781,15277.22874084171,7.798825,2.794348,52,False
3290,48,5228.295324481967,1103.6820194240731,-2.0463703,-0.07711519,14,False
3300,68,3192.3793634215845,1556.483857931074,2.5351117,-0.3295002,12,False
3310,69,2392.3964972387,1241.7447402747475,0.011386871,-0.009670258,8,False
3320,62,3035.817846973036,1240.3297948529657,0.00078964233,0.0021743774,8,False
3330,70,3738.526046451997,1293.9752702428282,0.0015678406,0.003528595,8,False
3340,70,1942.9125044633379,1180.49481150914,-0.00020490374,-0.0002920968,7,False
3350,70,1647.8146133591606,953.9046073900681,0.0,-0.00021362305,7,False
3360,70,3466.2771095225494,1276.3001214447956,-0.0013776507,-0.0045950753,7,False
3370,64,7433.888888058524,1677.8152460864098,-4.359654e-06,8.283342e-05,7,False
3380,70,7669.909321497876,1225.6271863825475,1.3078962e-05,6.1035156e-05,7,False
3390,70,7649.7284265521475,1934.559898271439,-0.0030343193,0.0035356793,7,False
3400,59,6390.227930207185,1331.1724155795898,0.017238071,0.00982666,7,False
3410,50,5251.265656963091,1221.3631728523667,-5.4432554,-0.5913269,10,False
3420,27,7962.4296543203445,1802.472745979811,-8.757841,-2.8657954,19,False
3430,26,7593.874570994704,1102.1524395472707,-3.1048257,-1.6473117,73,False
3440,26,4452.352411927879,1070.3933856297879,-1.299678,-0.87214196,18,False
3450,32,4895.830675176583,1493.328497015978,1.7063944,2.255176,28,False
3460,31,5617.05162874617,1151.897564890212,-0.04527932,0.46672177,100,False
3470,73,61560.894145553146,19371.260671417334,2.4457662,-0.18928209,91,False
3480,72,12832.039081923029,3582.916130751598,13.3303585,15.833042,8,False
3490,86,15420.243512992913,2322.292401916692,7.9434175,0.73740643,15,False
3500,76,14672.030909182273,2073.0914113950694,0.0037612915,0.00062561035,4,False
3510,73,12497.113666763218,1995.691859982397,0.001332601,0.006072998,3,False
3520,69,8868.471457923288,2033.0297587590792,0.00018310547,-0.00012207031,4,False
3530,74,12361.346164556675,1778.6702898513822,-0.0001449585,-0.00012207031,4,False
3540,90,12772.953613005882,2003.0336991673405,-0.00093078613,0.0014343262,4,False
3550,85,9986.94968446322,1414.8717256345185,-3.8146973e-05,3.8146973e-05,4,False
3560,80,7909.357306380842,1495.963234842354,-3.0517578e-05,6.1035156e-05,4,False
3570,77,8369.439885679329,1568.9168237991457,-0.0063934326,0.0014953613,4,False
3580,42,28104.32415127608,17072.235823113504,-93.58004,-65.911545,5,False
3590,45,4249.092962033192,809.3639478009877,0.2616938,-0.23014148,28,False
3600,44,5174.405279836515,986.9701109962753,0.5755227,0.43507373,23,False
3610,51,3781.785689327199,799.0494352666799,-0.27675554,-0.51676923,31,False
3620,51,5190.42705372111,956.0543917581259,0.044962056,0.5821373,30,False
3630,45,8078.770265331228,1066.9404856879319,-1.0589288,0.9943929,25,False
3640,69,48612.77057523054,7573.170670201484,7.0450683,-15.458484,29,False
3650,59,7760.4137131985435,891.055553823666,0.6560939,-1.2300087,37,False
